Event ID,Magnitude,Datetime UTC,Latitude,Longitude,Region,Depth(KM,Auth 
20181009_0000037,ml 4.4,2018-10-09T08:12:59.0Z,22.91,121.37,TAIWAN REGION,21,CWB
20181009_0000036,ml 2.1,2018-10-09T08:10:37.1Z,19.51,-155.66,"ISLAND OF HAWAII, HAWAII",4,NEIR
20181009_0000038,mb 4.5,2018-10-09T08:07:07.5Z,49.45,156.39,KURIL ISLANDS,46,EMSC
20181009_0000035,m 3.5,2018-10-09T08:05:47.0Z,-31.53,-67.96,"SAN JUAN, ARGENTINA",10,NSNA
20181009_0000034,ml 3.7,2018-10-09T08:02:45.1Z,60.07,-152.95,SOUTHERN ALASKA,126,NEIR
20181009_0000033,mw 6.0,2018-10-09T07:45:13.5Z,49.4,156.25,KURIL ISLANDS,35,EMSC
20181009_0000032,ml 4.0,2018-10-09T07:41:55.6Z,37.21,-3.73,SPAIN,12,MDD
20181009_0000068,m 3.3,2018-10-09T07:40:51.0Z,19.4,-104.04,"COLIMA, MEXICO",33,UNM
20181009_0000031,ml 2.1,2018-10-09T07:37:06.5Z,32.9,-115.52,SOUTHERN CALIFORNIA,8,NEIR
20181009_0000069,m 3.4,2018-10-09T07:26:05.0Z,16.18,-98.05,"OAXACA, MEXICO",16,UNM
20181009_0000029,ml 2.4,2018-10-09T07:18:58.8Z,19.51,-155.66,"ISLAND OF HAWAII, HAWAII",4,NEIR
20181009_0000027,ml 4.0,2018-10-09T07:11:20.9Z,69.55,-144.87,NORTHERN ALASKA,15,NEIR
20181009_0000026,ml 2.0,2018-10-09T07:07:33.2Z,32.86,-115.54,SOUTHERN CALIFORNIA,4,NEIR
20181009_0000070,m 3.4,2018-10-09T06:58:16.0Z,16.13,-97.41,"OAXACA, MEXICO",13,UNM
20181009_0000025,ml 2.0,2018-10-09T06:56:44.8Z,37.7,37.41,CENTRAL TURKEY,7,DDA
20181009_0000024,ml 2.2,2018-10-09T06:41:35.9Z,40.61,29.01,WESTERN TURKEY,9,DDA
20181009_0000023,ml 2.4,2018-10-09T05:48:18.2Z,37.71,14.92,"SICILY, ITALY",28,ROM
20181009_0000030,md 3.0,2018-10-09T05:33:04.6Z,19.39,-67.45,PUERTO RICO REGION,98,NEIR
20181009_0000022,ml 2.0,2018-10-09T05:26:42.1Z,37.72,14.95,"SICILY, ITALY",29,ROM
20181009_0000021,ml 2.2,2018-10-09T05:24:49.9Z,37.71,14.94,"SICILY, ITALY",25,ROM
20181009_0000020,ml 2.4,2018-10-09T05:13:03.8Z,37.02,27.82,WESTERN TURKEY,9,EMSC
20181009_0000019,mb 4.5,2018-10-09T04:16:46.9Z,41.05,142.27,"HOKKAIDO, JAPAN REGION",65,EMSC
20181009_0000126,ml 4.0,2018-10-09T04:08:17.0Z,-23.22,-70.37,"ANTOFAGASTA, CHILE",21,GUC
20181009_0000017,ml 2.3,2018-10-09T03:55:13.7Z,38.7,38.09,EASTERN TURKEY,7,DDA
20181009_0000018,ml 3.6,2018-10-09T03:49:51.0Z,26.51,57.74,SOUTHERN IRAN,28,TEH
20181009_0000028,ml 2.1,2018-10-09T03:44:39.2Z,78.21,12.35,SVALBARD REGION,21,BER
20181009_0000016,ml 3.1,2018-10-09T03:29:57.9Z,19.21,-155.48,"ISLAND OF HAWAII, HAWAII",34,NEIC
20181009_0000014,ml 2.0,2018-10-09T03:21:09.1Z,19.52,-155.66,"ISLAND OF HAWAII, HAWAII",5,NEIR
20181009_0000012,md 2.1,2018-10-09T03:01:56.6Z,19.13,-155.47,"ISLAND OF HAWAII, HAWAII",27,NEIR
20181009_0000015,mb 4.4,2018-10-09T03:01:27.2Z,-18.05,-177.92,FIJI REGION,575,EMSC
20181009_0000010,ml 2.2,2018-10-09T02:43:32.3Z,19.5,-155.66,"ISLAND OF HAWAII, HAWAII",3,NEIR
20181009_0000013,m 3.5,2018-10-09T02:31:30.0Z,8.94,-84.07,OFF COAST OF COSTA RICA,17,UCR
20181009_0000009,m 2.2,2018-10-09T02:29:20.0Z,38.51,14.25,"SICILY, ITALY",12,ROM
20181009_0000005,ml 2.3,2018-10-09T02:08:46.5Z,19.51,-155.66,"ISLAND OF HAWAII, HAWAII",4,NEIR
20181009_0000008,m 3.4,2018-10-09T02:07:30.0Z,9.02,-84.02,COSTA RICA,7,UCR
20181009_0000006,m 3.2,2018-10-09T01:55:30.0Z,9.01,-84.03,COSTA RICA,12,UCR
20181009_0000004,mb 4.9,2018-10-09T01:48:06.3Z,9.1,-84.03,COSTA RICA,10,EMSC
20181009_0000011,m 4.0,2018-10-09T01:36:30.0Z,10.62,-86.27,OFF COAST OF COSTA RICA,24,UCR
20181009_0000007,m 4.2,2018-10-09T01:03:55.0Z,-3.82,120.23,"SULAWESI, INDONESIA",5,DJA
20181009_0000003,mb 4.6,2018-10-09T00:49:22.8Z,37.96,72.6,TAJIKISTAN,116,EMSC
20181009_0000001,m 3.4,2018-10-09T00:30:30.0Z,8.78,-82.91,PANAMA-COSTA RICA BORDER REGION,32,UCR
20181009_0000002,m 2.4,2018-10-09T00:21:49.0Z,-32.4,150.84,"NEW SOUTH WALES, AUSTRALIA",2,AUST
20181008_0000108,ml 3.1,2018-10-08T23:57:49.3Z,69.1,-146.44,NORTHERN ALASKA,0,NEIC
20181008_0000107,mb 4.7,2018-10-08T23:14:39.9Z,45.88,150.48,KURIL ISLANDS,115,EMSC
20181008_0000104,ml 3.2,2018-10-08T23:06:45.2Z,59.08,-151.92,"KENAI PENINSULA, ALASKA",49,NEIR
20181008_0000106,mb 4.3,2018-10-08T22:55:12.6Z,40.6,83.9,"SOUTHERN XINJIANG, CHINA",10,EMSC
20181008_0000109,ml 2.3,2018-10-08T22:45:46.6Z,35.86,29.72,EASTERN MEDITERRANEAN SEA,7,DDA
20181008_0000103,ml 2.6,2018-10-08T22:45:06.8Z,19.36,-155.48,"ISLAND OF HAWAII, HAWAII",9,NEIC
20181008_0000105,m 4.0,2018-10-08T22:44:38.0Z,15.26,-94.45,"OFF COAST OF CHIAPAS, MEXICO",20,UNM
20181008_0000120,mb 4.7,2018-10-08T22:40:28.7Z,10.52,126.36,PHILIPPINE ISLANDS REGION,10,NEIC
20181008_0000102,ml 2.0,2018-10-08T22:38:41.7Z,19.4,-155.28,"ISLAND OF HAWAII, HAWAII",0,NEIR
20181008_0000098,ml 3.3,2018-10-08T22:21:32.3Z,61.42,-150.81,SOUTHERN ALASKA,58,NEIR
20181008_0000099,ml 2.0,2018-10-08T22:09:36.9Z,37.73,15.11,"SICILY, ITALY",8,ROM
20181008_0000097,ml 2.1,2018-10-08T22:08:35.3Z,36.88,27.3,DODECANESE IS.-TURKEY BORDER REG,7,DDA
20181008_0000101,mb 4.6,2018-10-08T21:59:54.7Z,-1.38,120.53,"SULAWESI, INDONESIA",10,NEIC
20181008_0000095,ml 2.1,2018-10-08T21:52:12.3Z,19.43,-155.27,"ISLAND OF HAWAII, HAWAII",0,NEIR
20181008_0000094,ml 2.3,2018-10-08T21:45:40.1Z,43.98,6.79,NEAR SOUTH COAST OF FRANCE,4,LDG
20181008_0000093,ml 3.0,2018-10-08T21:44:12.6Z,34.4,-119.23,SOUTHERN CALIFORNIA,3,NEIC
20181008_0000110,mb 4.4,2018-10-08T21:41:53.2Z,33.61,140.07,"IZU ISLANDS, JAPAN REGION",110,NEIC
20181008_0000091,ml 3.2,2018-10-08T21:25:02.2Z,36.07,-118,CENTRAL CALIFORNIA,3,NEIC
20181008_0000100,mb 5.1,2018-10-08T21:15:46.0Z,-0.92,120,"MINAHASA, SULAWESI, INDONESIA",10,EMSC
20181008_0000096,m 4.2,2018-10-08T21:03:28.0Z,-0.87,119.94,"MINAHASA, SULAWESI, INDONESIA",9,DJA
20181008_0000090,mb 4.6,2018-10-08T20:53:21.5Z,-4.75,138,"PAPUA, INDONESIA",35,NEIC
20181008_0000089,md 2.2,2018-10-08T20:24:08.6Z,19.29,-155.15,"ISLAND OF HAWAII, HAWAII",42,NEIR
20181008_0000129,mb 4.6,2018-10-08T20:22:15.9Z,-20.65,173.73,VANUATU REGION,10,NEIC
20181008_0000088,ml 2.0,2018-10-08T20:15:56.1Z,39.27,-115.02,NEVADA,0,NN
20181008_0000087,ml 2.8,2018-10-08T20:09:39.0Z,19.84,-155.37,"ISLAND OF HAWAII, HAWAII",23,NEIC
20181008_0000092,mb 4.7,2018-10-08T19:51:59.5Z,37.37,141.58,"NEAR EAST COAST OF HONSHU, JAPAN",20,EMSC
20181008_0000086,ml 2.0,2018-10-08T19:45:58.8Z,19.44,-155.27,"ISLAND OF HAWAII, HAWAII",1,NEIR
20181008_0000085,md 2.3,2018-10-08T19:40:07.1Z,37.55,-118.88,CENTRAL CALIFORNIA,4,NC
20181008_0000084,ml 3.5,2018-10-08T19:22:23.0Z,-28.68,-71.27,"ATACAMA, CHILE",42,GUC
20181008_0000083,ml 2.4,2018-10-08T19:07:59.4Z,39.92,40.77,EASTERN TURKEY,7,DDA
20181008_0000081,ml 3.1,2018-10-08T18:37:50.7Z,38.7,26.67,NEAR THE COAST OF WESTERN TURKEY,10,EMSC
20181008_0000082,ml 2.3,2018-10-08T18:33:03.4Z,43.32,12.67,CENTRAL ITALY,8,ROM
20181008_0000080,md 2.0,2018-10-08T18:29:35.8Z,38.77,-122.72,NORTHERN CALIFORNIA,1,NC
20181008_0000079,mb 4.4,2018-10-08T17:45:16.2Z,42.64,141.92,"HOKKAIDO, JAPAN REGION",40,EMSC
20181008_0000076,mb 4.5,2018-10-08T17:24:25.3Z,-24.04,-66.88,"JUJUY, ARGENTINA",206,EMSC
20181008_0000077,ml 2.1,2018-10-08T17:21:12.6Z,39.56,37.99,CENTRAL TURKEY,7,DDA
20181008_0000078,ml 2.8,2018-10-08T17:19:50.9Z,38,21.11,GREECE,10,EMSC
20181008_0000128,ml 2.8,2018-10-08T17:07:47.8Z,65.58,-166.77,NORTHERN ALASKA,9,NEIC
20181008_0000074,ml 2.0,2018-10-08T17:02:28.9Z,19.51,-155.66,"ISLAND OF HAWAII, HAWAII",5,NEIR
20181008_0000073,ml 2.9,2018-10-08T17:01:12.1Z,69.51,-144.32,NORTHERN ALASKA,8,NEIC
20181008_0000072,ml 2.4,2018-10-08T16:49:04.3Z,19.52,-155.67,"ISLAND OF HAWAII, HAWAII",6,NEIR
20181008_0000135,ml 2.5,2018-10-08T16:42:14.8Z,37.88,19.94,IONIAN SEA,11,THE
20181008_0000071,ml 2.4,2018-10-08T16:22:34.0Z,35.77,29.34,EASTERN MEDITERRANEAN SEA,45,DDA
20181008_0000070,ml 2.1,2018-10-08T16:10:16.0Z,38.81,26.49,NEAR THE COAST OF WESTERN TURKEY,7,DDA
20181008_0000114,ml 2.2,2018-10-08T16:09:56.8Z,19.51,-155.66,"ISLAND OF HAWAII, HAWAII",4,NEIR
20181008_0000069,ml 2.1,2018-10-08T16:02:36.7Z,19.51,-155.66,"ISLAND OF HAWAII, HAWAII",5,NEIR
20181008_0000126,ml 2.7,2018-10-08T15:54:05.1Z,60.09,-140.62,"SOUTHERN YUKON TERRITORY, CANADA",10,NEIC
20181008_0000068,m 3.8,2018-10-08T15:49:46.0Z,-28.99,-65.91,"CATAMARCA, ARGENTINA",25,NSNA
20181008_0000125,mb 4.6,2018-10-08T15:45:15.3Z,28.47,141.69,"BONIN ISLANDS, JAPAN REGION",38,NEIC
20181008_0000067,ml 2.4,2018-10-08T15:35:34.3Z,19.46,-155.61,"ISLAND OF HAWAII, HAWAII",-2,NEIR
20181008_0000124,mb 4.1,2018-10-08T15:24:26.8Z,-6.03,130.53,BANDA SEA,138,NEIC
20181008_0000123,mb 4.6,2018-10-08T15:23:29.3Z,44.54,148.34,KURIL ISLANDS,64,EMSC
20181008_0000066,mw 3.8,2018-10-08T15:15:08.1Z,41.34,-125.39,OFF COAST OF NORTHERN CALIFORNIA,5,NEIC
20181008_0000075,mb 4.5,2018-10-08T14:54:14.8Z,5.97,125.97,"MINDANAO, PHILIPPINES",152,EMSC
20181008_0000065,mb 4.8,2018-10-08T14:48:06.7Z,39.48,75.08,"SOUTHERN XINJIANG, CHINA",42,EMSC
20181008_0000122,mb 4.1,2018-10-08T14:45:44.7Z,6.53,-72.74,NORTHERN COLOMBIA,173,NEIC
20181008_0000121,mb 4.7,2018-10-08T14:44:46.9Z,23.61,143.81,"VOLCANO ISLANDS, JAPAN REGION",12,NEIC
20181008_0000134,ml 3.0,2018-10-08T14:41:18.4Z,56.36,-148.67,GULF OF ALASKA,10,NEIC
20181008_0000063,ml 2.8,2018-10-08T14:40:36.1Z,38.83,40.81,EASTERN TURKEY,7,EMSC
20181008_0000119,mb 4.5,2018-10-08T14:18:05.2Z,23.59,143.75,"VOLCANO ISLANDS, JAPAN REGION",10,NEIC
20181008_0000049,ml 2.1,2018-10-08T14:11:45.3Z,19.51,-155.66,"ISLAND OF HAWAII, HAWAII",4,NEIR
20181008_0000064,ml 2.5,2018-10-08T14:03:26.0Z,37.72,14.94,"SICILY, ITALY",0,ROM
20181008_0000113,mb 4.7,2018-10-08T13:55:15.7Z,-5.56,152.91,"NEW BRITAIN REGION, P.N.G.",10,NEIC
20181008_0000118,ml 2.6,2018-10-08T13:44:44.9Z,59.99,-140.65,SOUTHEASTERN ALASKA,15,NEIC
20181008_0000117,mb 4.2,2018-10-08T13:43:19.2Z,-16.96,-175.71,TONGA,296,NEIC
20181008_0000047,ml 2.1,2018-10-08T13:36:43.3Z,19.51,-155.66,"ISLAND OF HAWAII, HAWAII",4,NEIR
20181008_0000044,ml 2.8,2018-10-08T13:05:02.2Z,32.72,-115.89,SOUTHERN CALIFORNIA,12,NEIR
20181008_0000046,ml 3.0,2018-10-08T13:02:18.0Z,-35.31,-70.9,"MAULE, CHILE",105,GUC
20181008_0000111,ml 2.3,2018-10-08T12:54:05.9Z,35.14,32.26,CYPRUS REGION,8,NIC
20181008_0000048,mb 4.6,2018-10-08T12:53:58.5Z,42.69,141.84,"HOKKAIDO, JAPAN REGION",29,EMSC
20181008_0000045,ml 2.6,2018-10-08T12:49:54.0Z,45.56,26.49,ROMANIA,129,BUC
20181008_0000133,mb 4.3,2018-10-08T12:30:33.1Z,-9.01,124.14,TIMOR REGION,105,NEIC
20181008_0000041,m 3.8,2018-10-08T12:13:54.0Z,-31.26,-69.24,"SAN JUAN, ARGENTINA",103,NSNA
20181008_0000132,ml 2.6,2018-10-08T12:13:42.5Z,69.02,-146.43,NORTHERN ALASKA,14,NEIC
20181008_0000043,mb 4.7,2018-10-08T12:05:56.9Z,23.59,-108.89,GULF OF CALIFORNIA,10,EMSC
20181008_0000058,m 3.6,2018-10-08T11:50:22.0Z,15.38,-94.76,"OFFSHORE OAXACA, MEXICO",15,UNM
20181008_0000040,ml 3.0,2018-10-08T11:25:20.1Z,19.4,-155.27,"ISLAND OF HAWAII, HAWAII",0,NEIR
20181008_0000131,ml 2.3,2018-10-08T11:19:18.8Z,60.08,-152.74,SOUTHERN ALASKA,104,NEIC
20181008_0000130,mb 4.6,2018-10-08T11:02:21.1Z,-16.28,167.61,VANUATU,12,NEIC
20181008_0000059,m 3.6,2018-10-08T10:54:12.0Z,15.41,-94.68,"OFFSHORE OAXACA, MEXICO",17,UNM
20181008_0000060,m 3.4,2018-10-08T10:49:26.0Z,14.46,-92.69,"OFFSHORE CHIAPAS, MEXICO",84,UNM
20181008_0000039,md 2.7,2018-10-08T10:47:15.8Z,47.3,-122.42,"SEATTLE-TACOMA AREA, WASHINGTON",14,NEIR
20181008_0000061,m 3.5,2018-10-08T10:36:34.0Z,16.59,-98.49,"GUERRERO, MEXICO",32,UNM
20181008_0000115,md 2.8,2018-10-08T10:35:11.6Z,40.42,-125.48,OFFSHORE NORTHERN CALIFORNIA,13,NC
20181008_0000062,m 3.7,2018-10-08T10:25:51.0Z,15.32,-94.76,"OFF COAST OF OAXACA, MEXICO",16,UNM
20181008_0000056,m 3.6,2018-10-08T10:12:42.0Z,16.62,-95.87,"OAXACA, MEXICO",62,UNM
20181008_0000054,m 3.2,2018-10-08T09:52:27.0Z,16.56,-94.35,"OAXACA, MEXICO",106,UNM
20181008_0000038,ml 2.0,2018-10-08T09:50:18.1Z,37.58,29.57,WESTERN TURKEY,7,DDA
20181008_0000035,ml 1.8,2018-10-08T09:25:14.9Z,47.39,9.13,SWITZERLAND,7,ZUR
20181008_0000037,ml 2.5,2018-10-08T09:13:15.0Z,40.22,41.28,EASTERN TURKEY,7,DDA
20181008_0000036,mb 4.5,2018-10-08T09:06:17.6Z,5.42,-82.6,SOUTH OF PANAMA,10,GFZ
20181008_0000055,m 3.5,2018-10-08T08:47:59.0Z,16.31,-97.69,"OAXACA, MEXICO",45,UNM
20181008_0000032,ml 2.2,2018-10-08T08:43:19.2Z,19.51,-155.66,"ISLAND OF HAWAII, HAWAII",5,NEIR
20181008_0000034,ml 3.0,2018-10-08T08:42:42.1Z,34.64,24.4,"CRETE, GREECE",12,THE
20181008_0000057,m 3.3,2018-10-08T08:21:18.0Z,15.34,-92.27,"CHIAPAS, MEXICO",150,UNM
20181008_0000028,ml 2.0,2018-10-08T08:11:55.0Z,19.38,-155.1,"ISLAND OF HAWAII, HAWAII",1,NEIR
20181008_0000033,ml 2.2,2018-10-08T08:11:31.3Z,40.31,34.36,CENTRAL TURKEY,7,DDA
20181008_0000031,m 4.1,2018-10-08T08:04:57.0Z,16.79,-94.29,"OAXACA, MEXICO",121,UNM
20181008_0000030,ml 2.0,2018-10-08T07:28:46.3Z,37.2,36.28,CENTRAL TURKEY,7,DDA
20181008_0000027,m 4.1,2018-10-08T07:20:12.0Z,17.83,-102.53,"OFFSHORE MICHOACAN, MEXICO",16,UNM
20181008_0000029,m 4.0,2018-10-08T07:09:00.0Z,8.28,126.82,"MINDANAO, PHILIPPINES",16,PIVS
20181008_0000127,ml 3.3,2018-10-08T06:38:42.9Z,53.35,-165.2,"FOX ISLANDS, ALEUTIAN ISLANDS",44,NEIR
20181008_0000024,ml 3.0,2018-10-08T06:22:12.0Z,67.07,-141.47,NORTHERN ALASKA,0,NEIR
20181008_0000112,ml 2.5,2018-10-08T05:46:08.9Z,51.12,-178.28,"ANDREANOF ISLANDS, ALEUTIAN IS.",35,NEIC
20181008_0000023,mb 4.9,2018-10-08T05:45:31.1Z,23.64,143.96,"VOLCANO ISLANDS, JAPAN REGION",40,EMSC
20181008_0000021,ml 2.1,2018-10-08T05:09:53.4Z,42.52,13.3,CENTRAL ITALY,12,ROM
20181008_0000020,ml 2.7,2018-10-08T05:04:45.9Z,34.68,-120.3,CENTRAL CALIFORNIA,4,NEIR
20181008_0000026,mb 4.2,2018-10-08T05:04:26.9Z,20.21,-72.94,HAITI REGION,10,NEIC
20181008_0000022,ml 2.0,2018-10-08T04:59:46.3Z,37.19,36.3,CENTRAL TURKEY,7,DDA
20181008_0000018,ml 2.9,2018-10-08T04:56:46.7Z,36.2,-97.9,OKLAHOMA,5,NEIC
20181008_0000015,ml 2.1,2018-10-08T03:23:13.3Z,42.54,12.84,CENTRAL ITALY,8,ROM
20181008_0000051,m 3.5,2018-10-08T03:19:41.0Z,16.07,-97.47,"OAXACA, MEXICO",15,UNM
20181008_0000013,md 2.1,2018-10-08T03:07:53.3Z,19.18,-155.45,"ISLAND OF HAWAII, HAWAII",36,NEIR
20181008_0000052,m 3.9,2018-10-08T02:54:38.0Z,16.29,-95.55,"OAXACA, MEXICO",24,UNM
20181008_0000011,ml 2.0,2018-10-08T02:29:57.9Z,45.45,6.3,FRANCE,2,EMSC
20181008_0000012,ml 3.4,2018-10-08T02:28:31.0Z,18.18,-76.55,JAMAICA REGION,10,NEIC
20181008_0000016,mb 4.2,2018-10-08T02:25:10.0Z,49.9,156.24,KURIL ISLANDS,91,EMSC
20181008_0000053,m 3.8,2018-10-08T02:15:05.0Z,14.68,-92.08,GUATEMALA,100,UNM
20181008_0000009,ml 2.0,2018-10-08T02:14:50.0Z,45.71,3.63,FRANCE,2,LDG
20181008_0000010,m 4.0,2018-10-08T02:13:00.0Z,8.96,126.29,"MINDANAO, PHILIPPINES",48,PIVS
20181008_0000017,m 4.5,2018-10-08T02:01:16.0Z,-1.53,138.76,"NEAR N COAST OF PAPUA, INDONESIA",7,DJA
20181008_0000008,ml 2.9,2018-10-08T01:35:30.3Z,32.67,-115.65,SOUTHERN CALIFORNIA,15,NEIR
20181008_0000007,ml 3.0,2018-10-08T01:13:39.2Z,37.02,36.1,CENTRAL TURKEY,7,EMSC
20181008_0000116,mb 4.2,2018-10-08T01:08:02.0Z,41.77,141.26,"HOKKAIDO, JAPAN REGION",84,NEIC
20181008_0000006,ml 2.7,2018-10-08T01:06:01.1Z,19.67,-156.41,"HAWAII REGION, HAWAII",12,NEIC
20181008_0000050,m 3.8,2018-10-08T01:04:33.0Z,16.77,-94.72,"OAXACA, MEXICO",72,UNM
20181008_0000025,ml 2.6,2018-10-08T01:02:26.9Z,33.91,31.52,EASTERN MEDITERRANEAN SEA,10,EMSC
20181008_0000004,ml 3.2,2018-10-08T00:59:17.0Z,69.03,-146.44,NORTHERN ALASKA,0,NEIR
20181008_0000005,ml 2.9,2018-10-08T00:54:14.5Z,68.94,-146.99,NORTHERN ALASKA,0,NEIC
20181008_0000002,ml 3.2,2018-10-08T00:44:05.9Z,68.94,-147.01,NORTHERN ALASKA,14,NEIR
20181008_0000001,ml 3.5,2018-10-08T00:24:49.4Z,68.95,-147.09,NORTHERN ALASKA,14,NEIR
20181008_0000003,m 3.6,2018-10-08T00:23:00.0Z,-15.68,-71.82,SOUTHERN PERU,14,LIM
20181008_0000042,md 2.1,2018-10-08T00:07:46.6Z,36.93,-83.63,EASTERN KENTUCKY,20,SE
20181008_0000019,ml 2.6,2018-10-08T00:06:12.6Z,38.66,22.84,GREECE,11,THE
20181008_0000014,ml 2.1,2018-10-08T00:03:26.9Z,38.76,-112.78,UTAH,4,UU
20181007_0000124,ml 3.1,2018-10-07T23:51:50.5Z,56.37,-148.64,GULF OF ALASKA,12,NEIR
20181007_0000096,ml 2.3,2018-10-07T23:12:07.2Z,37.69,37.41,CENTRAL TURKEY,7,DDA
20181007_0000093,m 4.1,2018-10-07T23:04:00.0Z,8.92,126.28,"MINDANAO, PHILIPPINES",19,PIVS
20181007_0000094,m 3.9,2018-10-07T23:03:43.0Z,-0.64,119.9,"MINAHASA, SULAWESI, INDONESIA",10,DJA
20181007_0000101,ml 3.1,2018-10-07T22:26:22.7Z,38.67,22.84,GREECE,11,THE
20181007_0000104,m 3.8,2018-10-07T22:10:39.0Z,15.34,-94.68,"OFFSHORE OAXACA, MEXICO",17,UNM
20181007_0000105,m 3.7,2018-10-07T22:07:43.0Z,14.71,-92.97,"OFFSHORE CHIAPAS, MEXICO",16,UNM
20181007_0000091,mb 4.9,2018-10-07T21:54:47.9Z,9.46,126.25,"MINDANAO, PHILIPPINES",69,EMSC
20181007_0000092,ml 2.1,2018-10-07T21:49:51.0Z,38.39,15.4,"SICILY, ITALY",116,ROM
20181007_0000090,ml 3.4,2018-10-07T21:17:33.0Z,-31.55,-71.68,"OFFSHORE COQUIMBO, CHILE",32,GUC
20181007_0000095,ml 2.3,2018-10-07T21:12:20.8Z,35.25,27.16,"DODECANESE ISLANDS, GREECE",8,EMSC
20181007_0000103,md 2.1,2018-10-07T20:56:22.8Z,38.47,-83.92,EASTERN KENTUCKY,6,SE
20181007_0000089,m 4.5,2018-10-07T20:56:04.0Z,19.01,-108.94,REVILLA GIGEDO ISLANDS REGION,10,UNM
20181007_0000109,ml 2.4,2018-10-07T20:54:57.9Z,35.37,27.01,"DODECANESE ISLANDS, GREECE",30,EMSC
20181007_0000085,ml 2.5,2018-10-07T20:32:47.3Z,40.78,27.48,WESTERN TURKEY,13,EMSC
20181007_0000088,ml 2.6,2018-10-07T20:25:47.1Z,39.02,15.43,SOUTHERN ITALY,273,ROM
20181007_0000086,ml 4.1,2018-10-07T20:23:13.0Z,-31.55,-71.68,"OFFSHORE COQUIMBO, CHILE",34,GUC
20181007_0000083,mw 5.2,2018-10-07T20:00:16.7Z,19.98,-72.98,HAITI REGION,10,EMSC
20181007_0000100,ml 2.6,2018-10-07T19:57:20.4Z,38.67,22.83,GREECE,15,THE
20181007_0000084,ml 2.5,2018-10-07T19:54:06.0Z,37.64,14.86,"SICILY, ITALY",4,ROM
20181007_0000082,ml 1.5,2018-10-07T19:50:46.4Z,46.68,10.78,NORTHERN ITALY,5,ZUR
20181007_0000079,ml 1.6,2018-10-07T19:21:01.8Z,46.35,7.45,SWITZERLAND,2,ZUR
20181007_0000080,mb 4.4,2018-10-07T19:17:01.9Z,-7.92,106.84,"JAVA, INDONESIA",41,NEIC
20181007_0000077,ml 3.3,2018-10-07T18:59:13.9Z,19.33,-155.13,"ISLAND OF HAWAII, HAWAII",6,NEIR
20181007_0000081,ml 2.0,2018-10-07T18:52:00.3Z,40.72,32.62,CENTRAL TURKEY,7,DDA
20181007_0000076,m 3.6,2018-10-07T18:36:30.0Z,9.67,-84.52,COSTA RICA,3,UCR
20181007_0000123,ml 3.0,2018-10-07T18:32:54.5Z,56.07,-149.15,GULF OF ALASKA,12,NEIR
20181007_0000075,m 4.3,2018-10-07T18:12:33.0Z,16.83,-94.89,"OAXACA, MEXICO",72,UNM
20181007_0000074,mw 5.1,2018-10-07T17:57:20.7Z,-8.37,116.8,"LOMBOK REGION, INDONESIA",10,EMSC
20181007_0000102,ml 2.3,2018-10-07T17:54:32.2Z,35.11,25.89,"CRETE, GREECE",1,THE
20181007_0000072,m 4.7,2018-10-07T17:45:08.3Z,-41.47,173,SOUTH ISLAND OF NEW ZEALAND,211,GNS
20181007_0000073,mw 5.4,2018-10-07T17:42:20.0Z,-28.18,-179.33,KERMADEC ISLANDS REGION,384,EMSC
20181007_0000078,mb 4.2,2018-10-07T17:36:34.4Z,53.92,161.44,OFF EAST COAST OF KAMCHATKA,10,OBN
20181007_0000099,ml 2.5,2018-10-07T17:28:53.0Z,38.65,22.83,GREECE,13,THE
20181007_0000071,ml 3.3,2018-10-07T17:17:27.0Z,-28.31,-71.34,"OFFSHORE ATACAMA, CHILE",34,GUC
20181007_0000098,ml 2.7,2018-10-07T16:34:10.9Z,38.14,20.39,GREECE,8,THE
20181007_0000097,mb 4.7,2018-10-07T16:21:58.0Z,51.39,142.13,"SAKHALIN, RUSSIA",10,EMSC
20181007_0000117,mb 4.7,2018-10-07T15:49:59.2Z,-65.47,178.75,BALLENY ISLANDS REGION,10,NEIC
20181007_0000116,mb 4.4,2018-10-07T15:44:28.1Z,-14.88,164.81,VANUATU REGION,10,NEIC
20181007_0000115,mb 4.2,2018-10-07T15:33:26.1Z,47.76,147.64,NORTHWEST OF KURIL ISLANDS,405,NEIC
20181007_0000055,ml 3.1,2018-10-07T15:09:00.2Z,44.75,27.05,ROMANIA,14,EMSC
20181007_0000114,mb 4.1,2018-10-07T14:51:36.6Z,40.25,142.63,"NEAR EAST COAST OF HONSHU, JAPAN",46,NEIC
20181007_0000056,ml 2.6,2018-10-07T14:45:41.7Z,38.68,22.82,GREECE,18,THE
20181007_0000052,ml 3.8,2018-10-07T14:25:26.5Z,31.59,50.02,WESTERN IRAN,13,TEH
20181007_0000051,mb 4.6,2018-10-07T14:14:00.2Z,-30.62,-71.76,"OFFSHORE COQUIMBO, CHILE",30,EMSC
20181007_0000054,m 3.5,2018-10-07T14:04:52.0Z,-0.73,119.99,"MINAHASA, SULAWESI, INDONESIA",10,DJA
20181007_0000058,ml 2.2,2018-10-07T13:57:14.2Z,19.26,-66.08,PUERTO RICO REGION,35,NEIC
20181007_0000049,mw 4.9,2018-10-07T13:52:39.6Z,36.53,70.67,"HINDU KUSH REGION, AFGHANISTAN",194,EMSC
